mean_pitch,std_pitch,max_pitch,min_pitch,mean_gx,mean_gy,mean_gz,label
3.6622000000000003,0.7785341799739784,5.6,1.78,-0.05319999999999998,-0.0134,-0.039200000000000006,0
3.2184000000000004,0.4160620047982448,4.27,2.46,-0.0572,-0.009800000000000001,-0.0304,0
3.3815999999999997,1.7713034057162653,8.65,-2.42,-0.0482,-0.010399999999999996,-0.03559999999999999,0
3.691400000000001,0.899739213917691,7.0,1.9,-0.03560000000000001,-0.0058000000000000005,-0.1044,0
4.3922,0.9193437988087826,6.25,2.87,-0.0352,0.0036000000000000003,-0.0218,0
4.2014,1.2464431190309455,6.92,1.01,-0.0702,-0.023200000000000002,-0.023000000000000003,0
4.478400000000001,1.1242055879960893,6.74,1.76,-0.0322,0.0022,-0.0184,0
3.0793999999999992,1.4185468419679144,5.81,0.06,-0.05739999999999999,-0.02,-0.041400000000000006,0
3.3842000000000003,1.2166633696721707,6.82,0.94,-0.1322,0.006200000000000001,0.015599999999999998,0
4.9628,1.9304467496051851,8.77,-1.27,0.006200000000000002,-0.002599999999999999,-0.037200000000000004,0
6.1052,1.3650031621403158,8.74,3.45,-0.06720000000000001,0.0031999999999999997,-0.010199999999999997,0
2.8831999999999995,3.376318149241561,10.62,-3.18,-0.06339999999999998,-0.039,-0.019600000000000003,0
3.1612,1.416837006165782,7.46,0.86,-0.049400000000000006,0.021599999999999998,-0.028800000000000003,0
6.53,1.6866534913846412,12.36,3.67,-0.0444,-0.011000000000000001,-0.0194,0
6.820799999999999,0.4551556809241767,8.03,5.51,-0.05340000000000001,-0.0052,-0.0356,0
7.2909999999999995,0.6662176208772528,8.82,5.79,-0.045799999999999993,-0.006600000000000002,-0.0362,0
7.197,0.8534067384456778,9.53,4.81,-0.058199999999999995,-0.0068000000000000005,-0.0192,0
7.072,0.8376449006541119,9.78,5.3,-0.056799999999999996,-0.016200000000000003,-0.0384,0
6.783199999999999,0.4865683247950668,8.21,5.62,-0.06380000000000001,-0.015600000000000001,-0.0318,0
4.846,0.6666057795324929,6.3,3.26,-0.0588,-0.012999999999999998,-0.032600000000000004,0
5.2274,0.4501011677661921,6.39,4.37,-0.04639999999999999,-0.0062,-0.031400000000000004,0
6.069,0.42287765394269966,6.89,4.85,-0.0512,-0.0036000000000000003,-0.0248,0
6.187799999999999,0.3555983172981927,7.23,5.35,-0.060599999999999994,-0.01,-0.031200000000000002,0
